COD_LOC,NOMBRE_LOC,CP,POBLACION,OFICINA,PROVINCIA,COD_PROY,ID_EVALUACION,Fecha de ejecucion,COD_AUDITOR,RESULTADO,TITULO_CUESTIONARIO
FH05344,FH NEPTUNO,18004,GRANADA,901,GRANADA,0010_001,1947773,1/3/14,30472,0.813,Cuestionario Foster's Hollywood (Ene_14)
FH05371,FH LA ZUBIA,18140,LA ZUBIA,901,GRANADA,0010_001,1947774,1/7/14,A00066,0.738,Cuestionario Foster's Hollywood (Ene_14)
S064,FH KINÉPOLIS GRANADA,18197,GRANADA,901,GRANADA,0010_001,1947775,1/7/14,34016,0.916,Cuestionario Foster's Hollywood (Ene_14)
F001457,FH HOLEA,21007,HUELVA,901,HUELVA,0010_001,1947776,1/13/14,34013,0.731,Cuestionario Foster's Hollywood (Ene_14)
F001457,FH HOLEA,21007,HUELVA,901,HUELVA,0010_001,1947777,1/3/14,33637,0.897,Cuestionario Foster's Hollywood (Ene_14)
FH05334,FH LINARES,23700,LINARES,901,JAEN,0010_001,1947778,1/11/14,31817,0.968,Cuestionario Foster's Hollywood (Ene_14)
FH05335,FH JAEN,23009,JAEN,901,JAEN,0010_001,1947779,1/11/14,33412,0.987,Cuestionario Foster's Hollywood (Ene_14)
S038,FH PZA MAYOR,29140,MALAGA,901,MALAGA,0010_001,1947780,1/15/14,31094,0.89,Cuestionario Foster's Hollywood (Ene_14)
FH05375,FH EL MUELLE,29016,MALAGA,901,MALAGA,0010_001,1947781,1/10/14,33109,0.968,Cuestionario Foster's Hollywood (Ene_14)
S056,FH MIRAMAR,29640,FUENGIROLA,901,MALAGA,0010_001,1947782,1/15/14,29526,0.929,Cuestionario Foster's Hollywood (Ene_14)
FH05363,FH TORRE DEL MAR,29740,TORRE DEL MAR,901,MALAGA,0010_001,1947783,1/10/14,33765,0.93,Cuestionario Foster's Hollywood (Ene_14)
S051,FH LA CAÑADA,29603,MARBELLA,901,MALAGA,0010_001,1947784,1/16/14,32519,0.752,Cuestionario Foster's Hollywood (Ene_14)
S038,FH PZA MAYOR,29140,MALAGA,901,MALAGA,0010_001,1947785,1/12/14,33627,0.895,Cuestionario Foster's Hollywood (Ene_14)
S101,FH VIALIA MÁLAGA,29002,MÁLAGA,901,MALAGA,0010_001,1947786,1/19/14,31767,0.75,Cuestionario Foster's Hollywood (Ene_14)
S079,FH VIAPOL SEVILLA,41013,SEVILLA,901,SEVILLA,0010_001,1947787,1/10/14,30445,0.818,Cuestionario Foster's Hollywood (Ene_14)
S105,FH METROMAR,41927,MAIRENA DE ALJARAFE,901,SEVILLA,0010_001,1947788,1/14/14,2454,1,Cuestionario Foster's Hollywood (Ene_14)
FH05345,FH ECIJA,41400,ECIJA,901,SEVILLA,0010_001,1947789,1/17/14,33611,0.654,Cuestionario Foster's Hollywood (Ene_14)
F001456,FH LOS ARCOS,41005,SEVILLA,901,SEVILLA,0010_001,1947790,1/18/14,31266,0.833,Cuestionario Foster's Hollywood (Ene_14)
I001297,FH PORTASEVILLA,41020,SEVILLA,901,SEVILLA,0010_001,1947791,1/18/14,33562,0.782,Cuestionario Foster's Hollywood (Ene_14)
S037,FH PZA DE ARMAS,41001,SEVILLA,901,SEVILLA,0010_001,1947792,1/8/14,32972,0.878,Cuestionario Foster's Hollywood (Ene_14)
FH05401,FH AVENIDA DE LA ESTACION,4005,ALMERÍA,901,ALMERIA,0010_007,1947793,1/11/14,31336,0.895,Cuestionario Foster's Home Delivery (0114)
FH05249,FH BADAJOZ,6011,BADAJOZ,901,BADAJOZ,0010_007,1947794,1/3/14,33609,0.976,Cuestionario Foster's Home Delivery (0114)
FH05330,FH SAN JUAN DE DIOS (CADIZ),11500,CADIZ,901,CADIZ,0010_007,1947795,1/17/14,32476,1,Cuestionario Foster's Home Delivery (0114)
FH05261,FH VISTA HERMOSA (PTO SANTA MARIA),11500,PUERTO DE SANTA MARIA,901,CADIZ,0010_007,1947796,1/11/14,73,1,Cuestionario Foster's Home Delivery (0114)
FH05021,FH CÓRDOBA,14006,CÓRDOBA,901,CORDOBA,0010_007,1947797,1/11/14,33611,0.833,Cuestionario Foster's Home Delivery (0114)
FH05316,FH EL TABLERO,14012,CÓRDOBA,901,CORDOBA,0010_007,1947798,1/4/14,33612,0.903,Cuestionario Foster's Home Delivery (0114)
FH05344,FH NEPTUNO,18004,GRANADA,901,GRANADA,0010_007,1947799,1/10/14,2472,1,Cuestionario Foster's Home Delivery (0114)
FH05334,FH LINARES,23700,LINARES,901,JAEN,0010_007,1947800,1/4/14,29717,0.976,Cuestionario Foster's Home Delivery (0114)
FH05335,FH JAEN,23009,JAEN,901,JAEN,0010_007,1947801,1/11/14,33005,1,Cuestionario Foster's Home Delivery (0114)
S079,FH VIAPOL SEVILLA,41013,SEVILLA,901,SEVILLA,0010_007,1947802,1/11/14,31266,0.968,Cuestionario Foster's Home Delivery (0114)
S037,FH PZA DE ARMAS,41001,SEVILLA,901,SEVILLA,0010_007,1947803,1/19/14,32663,0.969,Cuestionario Foster's Home Delivery (0114)
I001297,FH PORTASEVILLA,41020,SEVILLA,901,SEVILLA,0010_007,1947804,1/19/14,1118,0.911,Cuestionario Foster's Home Delivery (0114)
S105,FH METROMAR,41927,MAIRENA DE ALJARAFE,901,SEVILLA,0010_007,1947805,1/10/14,31208,0.879,Cuestionario Foster's Home Delivery (0114)
1,HOTEL CLARIS BARCELONA 5GL*,8009,BARCELONA,901,BARCELONA,0459_001,1947825,1/18/14,29116,0.834,Cuestionario MGuest_Estandar_tipo3_1 Claris
LT_26,LA TAGLIATELLA SANTA COLOMA,8921,Santa Coloma de Gramanet,901,BARCELONA,0152_1,1947880,1/26/14,30045,0.9177,Cuestionario La Tagliatella_cast
LT_55,LA TAGLIATELLA IBIZA,7500,Ibiza,901,BALEARES,0152_1,1947881,1/26/14,33953,0.9678,Cuestionario La Tagliatella_cast
LT_61,LA TAGLIATELLA VIC,8500,Vic,901,BARCELONA,0152_1,1947882,1/15/14,29706,0.8486,Cuestionario La Tagliatella_cast
LT_82,LA TAGLIATELLA BCN DOCTOR FERRAN,8034,Barcelona,901,BARCELONA,0152_1,1947883,1/14/14,29664,0.9154,Cuestionario La Tagliatella_cast
888,888,25100,Almacelles,901,LLEIDA,0198_001,1947884,1/7/14,R00050,0.8414,DIA LA SELVA C.P.
106,SERVEI TECNIC,43560,SANT CARLES DE LA RÁPITA,901,TARRAGONA,0457_003,1947886,1/8/14,R29502,0.8683,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
351,FRADIA COMUNICACIONS,43870,AMPOSTA,901,TARRAGONA,0457_003,1947887,1/8/14,R29502,0.92,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
CI49,MARINEDA CITY,15008,A Coruña,901,A CORUÑA,0132_1,1947888,1/18/14,29407,1,Cuestionario Cinesa
CI51,AS CANCELAS,15703,Santiago de Compostela,901,A CORUÑA,0132_1,1947889,1/12/14,33902,0.9198,Cuestionario Cinesa
CO71,CANTONES CINES,15003,A Coruña,901,A CORUÑA,0132_1,1947890,1/12/14,10,0.7078,Cuestionario Cinesa
119,OVIEDO - CC Espacio Buenavista,33006,Oviedo,901,ASTURIAS,0457_002,1947891,1/21/14,32635,0.8148,MYSTERY SHOPPER SERVICIO FFQQ P5 (ENE_14)
113,GIJÓN - Luciano Castañon,33201,Gijón,901,ASTURIAS,0457_002,1947892,1/21/14,32635,0.8333,MYSTERY SHOPPER SERVICIO FFQQ P5 (ENE_14)
526,ALIMERKA-PONFE-REAL,24400,PONFERRADA,901,LEON,0207_001,1947893,1/3/14,r02743,0.7359,Check Alimerka Marzo 2012
455,ALCOTEL,28921,ALCORCÓN,901,MADRID,0457_003,1947915,1/7/14,R00031,0.5341,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1499,BREATEL S.L.U.,28922,Alcorcon,901,MADRID,0457_003,1947916,1/7/14,R00031,0.7016,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1545,STAND -- EXPERIS TIENDAS ECI SAN JOSE DE VALDER,28925,ALCORCÓN,901,MADRID,0457_003,1947918,1/7/14,R00028,0.7403,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
